лемма	IDF
университет	3.912023
уникально	4.605170
уникальный	3.506558
уничтожение	4.605170
унть	4.605170
уоррен	4.605170
упаковка	3.912023
упасти	4.605170
уплетать	4.605170
уполномоченный	4.605170
упоминаться	4.605170
упорно	3.912023
употребить	3.506558
употребление	0.116534
употреблять	2.207275
употребляться	3.912023
управление	4.605170
упругий	3.912023
упустить	3.912023
ура	2.120264
урал	4.605170
уралочка	4.605170
уральский	0.116534
уровень	2.120264
урожай	0.105361
урожайный	4.605170
усваиваться	4.605170
усилие	2.813411
услать	4.605170
условие	1.660731
услышать	4.605170
усмотрение	4.605170
усовершенствовать	4.605170
успевать	4.605170
успеть	3.218876
успех	3.218876
успешно	3.506558
успокоиться	4.605170
уста	3.506558
установить	4.605170
установка	4.605170
установленный	4.605170
устать	4.605170
устоять	3.218876
устроить	4.605170
устройство	4.605170
уступать	4.605170
утащить	3.912023
утварь	4.605170
утверждать	3.218876
утверждение	4.605170
утерять	4.605170
утка	0.116534
утомлённый	4.605170
утонуть	4.605170
утончить	4.605170
уточнение	4.605170
уточнить	4.605170
уточнять	2.995732
утренний	4.605170
утро	2.525729
утром	2.207275
ууу	4.605170
ууууууууууууууа	4.605170
ух	2.995732
ухо	0.040822
уход	4.605170
уходить	2.120264
уцхий	4.605170
участвовать	0.040822
участие	2.995732
участник	3.912023
участница	4.605170
участок	2.659260
учебник	4.605170
учебный	2.407946
учитель	4.605170
учитывать	2.659260
учить	3.506558
учиться	3.218876
учёт	4.605170
учётный	2.302585
ушатик	4.605170
ушко	2.995732
уэлленд	3.912023
уют	3.912023
уютный	2.120264
фаворит	3.218876
фадж	3.912023
фазенда	0.116534
файл	4.605170
факт	4.605170
фактически	3.912023
фальшивый	3.506558
фанат	4.605170
фант	4.605170
фантазия	0.116534
фантастически	3.218876
фантастический	3.912023
фарго	4.605170
фармингтон	3.506558
фарш	0.040822
фарширование	4.605170
фаршированный	0.040822
фаршировка	4.605170
фасолевый	3.506558
фасоль	0.040822
фаста	3.218876
фатуша	4.605170
фаузенд	4.605170
фахверковый	4.605170
февраль	0.094311
февральский	4.605170
федюнина	4.605170
феерия	4.605170
фейерверк	0.116534
феномен	3.912023
фенхель	2.995732
феня	4.605170
ферня	4.605170
ферреро	4.605170
фет	3.506558
фигура	0.116534
фиджитал	4.605170
фидэуа	4.605170
физ	4.605170
физа	4.605170
физический	4.605170
филадельфия	4.605170
филе	0.916291
филейка	4.605170
филиппинский	4.605170
фильм	3.912023
финик	3.506558
финиковый	4.605170
финский	0.116534
фирма	4.605170
фирменный	0.116534
фисташка	3.218876
фисташковый	4.605170
фитомуцил	4.605170
фитонцид	4.605170
фить	4.605170
флигель	4.605170
флинт	4.605170
флип	4.605170
флотски	4.605170
фокачча	2.995732
фолс	4.605170
фольга	2.995732
фондю	0.040822
форель	2.995732
форест	3.912023
форкс	4.605170
форма	0.105361
формовка	3.506558
форнетти	4.605170
форрестер	4.605170
форт	4.605170
форум	0.040822
форшмак	0.040822
фосфор	4.605170
фоткать	3.912023
фото	2.040221
фотоаппарат	3.912023
фотограф	4.605170
фотографировать	3.218876
фотография	2.813411
фотоконкурс	4.605170
фр	3.912023
фрагмент	4.605170
франц	4.605170
франция	0.116534
француженка	4.605170
француз	4.605170
французкий	4.605170
французски	3.912023
французский	0.094311
фрапп	4.605170
фрау	0.116534
фредериктон	4.605170
фрейм	3.218876
фреш	3.506558
фри	2.995732
фрикаделька	3.506558
фрикасе	4.605170
фриско	3.506558
фритюр	2.995732
фрося	3.912023
фрукт	0.116534
фруктовый	0.040822
фуа	4.605170
фуд	0.116534
фудстилист	4.605170
фуллертон	4.605170
фундук	3.218876
функция	3.912023
фунчоз	3.912023
фурор	2.407946
фуршет	0.116534
фуршетный	4.605170
футбол	4.605170
фэдлить	4.605170
фэирмонт	4.605170
хайтек	4.605170
хала	4.605170
халва	0.040822
халиф	3.912023
халява	3.912023
хамден	4.605170
хантсвилл	4.605170
ханум	4.605170
характеристика	2.659260
характерный	3.912023
харвестфест	0.116534
хард	4.605170
харлем	4.605170
харрисон	4.605170
харчо	0.040822
хата	2.813411
хачапури	2.407946
хачо	4.605170
хаш	0.040822
хватать	1.966113
хватить	3.912023
хворост	0.040822
хельгаснуть	4.605170
хернекейтто	4.605170
херсонски	4.605170
хестон	4.605170
хиллс	3.912023
химик	4.605170
химический	4.605170
химия	3.218876
хинди	4.605170
хинкали	0.116534
хинтон	4.605170
хироко	4.605170
хит	0.116534
хитро	3.912023
хитрость	2.407946
хитрый	3.912023
хихикать	4.605170
хищный	4.605170
хкж	4.605170
хлеб	0.040822
хлебец	4.605170
хлебников	4.605170
хлебный	3.506558
хлебокомбинат	4.605170
хлебопечка	0.116534
хлебушек	2.040221
хлопотный	2.813411
хлопоты	2.813411
хлопья	0.094311
хмелить	2.207275
хобокен	4.605170
ход	3.506558
ходить	1.771957
хозяин	3.218876
хозяйка	0.116534
хозяйство	3.506558
хозяюшка	3.912023
хойсин	4.605170
холод	3.912023
холодец	0.040822
холодильник	1.049822
холодное	0.116534
холодный	0.116534
хомер	4.605170
хорватский	0.116534
хорошенько	4.605170
хороший	0.040822
хорошо	0.105361
хорс	0.116534
хосе	3.506558
хота	3.912023
хотеть	0.000000
хотеться	1.237874
хоть	1.897120
хоум	4.605170
храмов	4.605170
хранение	2.995732
хранить	1.897120
храниться	2.207275
хрен	2.995732
хреновина	4.605170
хрупкий	4.605170
хрустеть	0.713350
хрустяще	4.605170
хрю	4.605170
худеть	2.207275
худина	4.605170
художественный	4.605170
худышка	4.605170
хумуса	0.040822
хурма	4.605170
хэйхэ	4.605170
хэмпшир	4.605170
цармел	4.605170
царски	4.605170
царский	3.912023
царство	0.127833
царь	0.116534
цвек	3.506558
цвет	1.771957
цвета	2.407946
цветной	0.040822
цветок	3.506558
цветочек	4.605170
цедра	1.832581
целиком	3.506558
целое	4.605170
целый	1.714798
цель	2.995732
цельнозернов	3.912023
цельнозерновый	4.605170
цельный	3.912023
цена	4.605170
ценитель	3.912023
ценить	4.605170
ценность	2.407946
ценный	0.040822
центр	0.116534
центральный	4.605170
цех	2.525729
цимес	4.605170
цирк	4.605170
цитата	2.302585
цитатникнуть	2.995732
цитрус	4.605170
цифра	3.912023
цицил	4.605170
цокольный	3.218876
цортланда	4.605170
цукат	4.605170
цуккиня	3.506558
цуллман	4.605170
цыплёнок	2.995732
чабрец	3.912023
чавыча	4.605170
чадо	4.605170
чаемый	0.116534
чаепитие	3.912023
чай	0.040822
чайка	4.605170
чайный	2.659260
чак	4.605170
чанахи	4.605170
чарльстон	4.605170
час	1.139434
частенько	2.995732
часто	0.994252
частый	2.659260
часть	2.040221
часы	4.605170
чатни	4.605170
чахохбили	4.605170
чаша	4.605170
чашечка	2.659260
чебоксары	4.605170
чебурашка	4.605170
чебурек	0.040822
чебуречный	3.506558
чезара	4.605170
чей	4.605170
чекаловый	4.605170
человек	0.916291
чем	0.994252
чемпионат	4.605170
чень	4.605170
черемша	4.605170
черепашка	4.605170
чересчур	4.605170
черешковый	2.659260
черешня	4.605170
черкизовый	0.116534
черника	4.605170
чернила	4.605170
чернослив	2.995732
черри	2.040221
чертополох	4.605170
чесапик	4.605170
ческий	4.605170
чеснок	0.314711
чесночный	1.427116
чесночок	2.659260
честер	4.605170
честно	1.203973
честной	0.040822
честь	2.659260
четверг	3.912023
четыре	2.995732
чечевица	0.040822
чешский	0.116534
чешуя	4.605170
чиабатта	3.506558
чиз	3.912023
чизкейк	0.040822
чикаго	4.605170
чикен	4.605170
чили	1.237874
чилийский	0.116534
чилливак	4.605170
чипсы	0.040822
число	0.235722
чистить	4.605170
чистка	4.605170
чисто	3.506558
чистый	2.302585
читатель	4.605170
читать	1.832581
чицо	4.605170
член	3.912023
чрезвычайно	2.040221
чтоб	3.506558
чувашский	3.912023
чувствительный	4.605170
чувство	3.218876
чувствовать	4.605170
чувствоваться	3.506558
чудесно	2.659260
чудесный	1.514128
чудный	4.605170
чудо	0.116534
чудом	2.407946
чукотский	4.605170
чумовой	3.912023
чуточку	3.506558
чуть	1.771957
чутьё	4.605170
чучело	4.605170
чучёлка	4.605170
чёрный	0.356675
чёрствый	3.912023
чётко	4.605170
шаварма	4.605170
шаверма	3.912023
шаг	3.506558
шакер	4.605170
шаланда	4.605170
шалаш	3.218876
шалот	3.912023
шампанский	3.912023
шампанское	3.506558
шампиньон	1.237874
шампиньоновый	4.605170
шампур	4.605170
шансон	4.605170
шантильи	4.605170
шар	3.912023
шарик	0.040822
шарлотка	0.040822
шарлотта	4.605170
шарм	0.116534
шаурм	3.218876
шафран	3.506558
шафрановый	4.605170
шашлык	0.040822
шведский	0.116534
швейцарский	0.116534
шедевр	0.116534
шедевральный	3.912023
шекер	4.605170
шелковистый	4.605170
шелл	3.506558
шепнуть	3.218876
шествие	4.605170
шесть	3.912023
шеф	0.127833
шикарно	4.605170
шикарный	2.525729
шилов	4.605170
шиповник	4.605170
шипучий	4.605170
шипучка	0.040822
ширваный	4.605170
ширин	4.605170
широкий	0.127833
широко	3.912023
шитый	4.605170
шишка	4.605170
шкара	4.605170
шкварочки	4.605170
школа	0.116534
школьник	3.506558
школьный	3.506558
шку	4.605170
шкура	4.605170
шкурка	4.605170
шляк	4.605170
шляпка	3.912023
шмидт	3.506558
шнит	4.605170
шницель	3.912023
шок	2.302585
шокоголик	4.605170
шоколад	0.040822
шоколадный	1.427116
шопинг	4.605170
шоппа	4.605170
шорты	3.912023
шоры	4.605170
шотландец	4.605170
шотландский	0.116534
шоу	4.605170
шпага	4.605170
шпажка	4.605170
шпиг	4.605170
шпинат	3.218876
шпрот	3.912023
шри	4.605170
шривпорт	4.605170
шт	2.525729
штат	3.912023
штрудель	0.040822
штука	2.120264
штучка	2.040221
штучный	3.218876
шуба	2.407946
шубка	2.407946
шумно	4.605170
шура	4.605170
шурпа	0.040822
шэридать	4.605170
шэрон	4.605170
шёлковый	3.912023
щавель	4.605170
щадить	4.605170
щедро	3.912023
щедрый	0.116534
щепот	4.605170
щепотка	3.912023
щербета	4.605170
щи	0.040822
щёлочка	4.605170
ышшшо	4.605170
эда	4.605170
эдак	4.605170
эдакий	3.218876
эдвард	4.605170
эзгей	4.605170
эйджакс	4.605170
экзотический	3.506558
экипаж	4.605170
эклер	3.506558
эклерный	4.605170
экологически	4.605170
экомилк	0.127833
эконом	4.605170
экономить	3.506558
экран	4.605170
эксклюзивный	3.218876
эксмо	4.605170
эксперимент	2.813411
экспериментировать	2.659260
эксперт	4.605170
экспресс	3.912023
экстракт	3.912023
эктор	4.605170
эластичный	3.912023
элгин	4.605170
элегантный	3.506558
электрический	3.912023
электричество	3.912023
электронный	4.605170
элементарно	3.506558
элементарный	4.605170
эллиса	2.407946
эльзас	4.605170
эмилион	4.605170
эмма	4.605170
эмоция	3.912023
энвэ	3.506558
энергетический	2.407946
энзима	4.605170
эри	4.605170
эритритола	4.605170
эркер	2.040221
эрма	4.605170
эров	4.605170
эскалоп	3.912023
эскимосский	4.605170
эспегод	4.605170
эспрессо	4.605170
эссенция	3.912023
эстонски	4.605170
эстонский	0.116534
эстрагон	4.605170
эсэсэсэровский	4.605170
этаж	3.218876
этак	4.605170
этап	4.605170
этимология	4.605170
эффектный	2.407946
юбилей	2.040221
юбилейный	3.506558
юг	4.605170
югославский	0.116534
юджин	4.605170
юлия	2.120264
юлькин	4.605170
юля	4.605170
юляшка	4.605170
юный	4.605170
юридический	4.605170
юрий	3.912023
ютуба	4.605170
юшка	4.605170
яблоко	1.237874
яблочко	3.506558
яблочный	1.714798
явно	3.506558
ягода	2.302585
ягодный	0.105361
язвительный	4.605170
язык	0.040822
языковой	4.605170
яичница	2.659260
яичный	0.941609
яйц	2.995732
яйцо	0.040822
як	4.605170
ялориса	1.771957
ялта	4.605170
ян	4.605170
январь	0.733969
янг	4.605170
янгстоун	4.605170
яндекс	0.072571
янива	4.605170
янтарный	4.605170
японец	4.605170
японски	4.605170
японский	0.051293
яркий	0.116534
ярко	0.105361
ярмарка	3.218876
ярославский	4.605170
ярус	3.218876
ярый	4.605170
ясно	4.605170
яспереть	4.605170
яхния	4.605170
ящик	3.218876
ёлочка	4.605170
ёмкость	3.218876
